NUMBER_OF_SALES;TOTAL_REVENUE;NUMBER_OF_UNIT_SOLD;PURCHASE_DATE;MONTH_ID;DAY_OF_WEEK;TIME_BUCKET;SPENDER_BUCKET;STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE
1;7;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee
2;12;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;21;6;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Croissant;Pastry
1;6;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Espresso shot;Barista Espresso
4;31;10;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;16;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
2;15;6;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;22,5;6;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
5;42;14;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
2;20;8;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
1;5;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;6,5;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Astoria;Bakery;Hazelnut Biscotti;Biscotti
2;13;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti
2;15;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
3;51;12;2023/01/01;202301;Sun;AFTERNOON;HIGH;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
1;9;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
1;7,5;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Astoria;Bakery;Jumbo Savory Scone;Scone
1;12;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;9,8;4;2023/01/01;202301;Sun;AFTERNOON;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;12;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
1;6,5;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Astoria;Bakery;Cranberry Scone;Scone
1;8;4;2023/01/01;202301;Sun;AFTERNOON;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;12;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
3;30;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
2;17;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
2;20;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
1;10;4;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
3;25,5;10;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;15;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
2;15;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;5,1;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
4;48;16;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;4;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;7;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;7;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee
2;15;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
1;7,5;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
4;16;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
2;13;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Bakery;Hazelnut Biscotti;Biscotti
2;32;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;9,8;4;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;7;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Bakery;Croissant;Pastry
3;20;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;8,5;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Coffee;Cappuccino Lg;Barista Espresso
2;12,4;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;7;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Bakery;Ginger Biscotti;Biscotti
1;6;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
3;21;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
2;15;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
2;13,2;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
3;36;8;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
2;28,5;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;10;4;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
5;60;16;2023/01/01;202301;Sun;EVENING;HIGH;Astoria;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;12,4;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;7;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Bakery;Croissant;Pastry
1;6;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
3;35;10;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
2;22,5;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Latte;Barista Espresso
1;12;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
1;6;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;6;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso
2;15;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
2;15;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea
2;15;6;2023/01/01;202301;Sun;MORNING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
3;31;10;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
3;15;6;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;18;6;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;6;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;51;12;2023/01/01;202301;Sun;AFTERNOON;HIGH;Astoria;Coffee;Cappuccino Lg;Barista Espresso
1;12;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Astoria;Coffee;Brazilian Rg;Organic brewed coffee
1;14;4;2023/01/01;202301;Sun;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
3;30;12;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
2;15;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
2;10;4;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
2;15;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
1;7,5;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Bakery;Chocolate Croissant;Pastry
1;8;4;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;6,5;2;2023/01/01;202301;Sun;EVENING;LOW;Lower Manhattan;Bakery;Ginger Scone;Scone
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;7,5;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
2;12;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;6,2;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
3;21;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Bakery;Croissant;Pastry
1;14;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
2;13,2;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
6;40;16;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
1;7;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti
2;16;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;6;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
2;10;4;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
4;30;12;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
1;12;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;6;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;7,5;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Jumbo Savory Scone;Scone
2;13;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Bakery;Ginger Scone;Scone
1;8,8;4;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
2;16;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;7,5;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
3;24;8;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
2;14,7;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
2;15;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
1;7;2;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
1;5;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
1;8;4;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;10;4;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;10;4;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;7;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
2;14;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
3;45;10;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
1;8;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;8,8;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
3;22,5;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
4;42;14;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
2;10;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
2;12;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Tea;English Breakfast Lg;Brewed Black tea
2;16;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
3;22,5;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
3;30;10;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
2;15;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Tea;Earl Grey Rg;Brewed Black tea
2;10,2;4;2023/01/02;202301;Mon;AFTERNOON;HIGH;Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
3;30;10;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
1;6;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
3;30;12;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
2;12;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
4;49;14;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
1;7,5;2;2023/01/01;202301;Sun;AFTERNOON;LOW;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
2;21;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;8;4;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;9;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone
2;12;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Bakery;Oatmeal Scone;Scone
2;18;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea
7;80;20;2023/01/01;202301;Sun;EVENING;HIGH;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;15;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;6;2;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Bakery;Oatmeal Scone;Scone
1;12;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;12,4;4;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;10;4;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
1;7,5;2;2023/01/01;202301;Sun;EVENING;LOW;Hell's Kitchen;Bakery;Almond Croissant;Pastry
2;28,5;6;2023/01/01;202301;Sun;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;8,5;2;2023/01/01;202301;Sun;EVENING;LOW;Astoria;Coffee;Latte Rg;Barista Espresso
2;12;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;15;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
3;24,8;8;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;24;8;2023/01/02;202301;Mon;MORNING;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;8;4;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;10;4;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;25,5;6;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
1;7;2;2023/01/02;202301;Mon;MORNING;LOW;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
1;7,5;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
1;12;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
1;12;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
1;8,8;4;2023/01/02;202301;Mon;MORNING;LOW;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
1;12;4;2023/01/02;202301;Mon;MORNING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;24;8;2023/01/02;202301;Mon;MORNING;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
5;40;16;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;18;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
3;16;8;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;12;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;18;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
3;20;10;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
3;22,5;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
2;18;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
4;42;14;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso
1;7;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
2;10;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;30;10;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
1;6,2;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;22,5;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
1;6;2;2023/01/02;202301;Mon;MORNING;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
3;25,5;10;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
2;12,4;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;18;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
2;13;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
2;17,6;8;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
2;15;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;8,8;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
2;12;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
2;15;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
1;18;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;6,5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Bakery;Cranberry Scone;Scone
1;7,5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
1;8,5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
1;15;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
2;22,5;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
5;40;16;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;8,8;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;7;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Bakery;Croissant;Pastry
2;18;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Coffee;Espresso shot;Barista Espresso
2;30;8;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;4;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
2;13;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Astoria;Bakery;Ginger Scone;Scone
1;7;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Bakery;Croissant;Pastry
1;7,5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Bakery;Chocolate Croissant;Pastry
1;12;4;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
2;15;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;6;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;8,5;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso
2;10;4;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
2;15;6;2023/01/02;202301;Mon;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
1;6;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Astoria;Bakery;Oatmeal Scone;Scone
1;9;2;2023/01/02;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
